pathway	description	IfmP01	IfmP02	IfmP03	IfmP07	IfmP10	IfmP11	IfmP12	IfmP13	IfmP14	IfmP15	IfmP16	IfmP19	IfmP20	IfmP22	IfmP23	IfmP24	IfmP25	IfmP30	IfmP31	IfmP33	IfmP34	IfmP35	IfmP36	IfmP38
ko04144	not_found	4.266666666666667	5.128550724637682	22.38449275362319	4.4830434782608695	9.73927536231884	43.01057971014493	1.5805797101449277	0.5565217391304348	12.007826086956522	49.26579710144928	1.8918840579710143	884.757536231884	0.6492753623188405	130.6223188405797	15.397101449275365	408.927536231884	0.26666666666666666	2.1468115942028985	4.446376811594203	7.406811594202899	2.5971014492753617	8.378695652173914	2.7613043478260866	200.30347826086955
ko04146	not_found	55492.717428571435	71534.65114285712	42824.07257142857	27470.962000000003	69172.4254285714	21275.591142857145	8296.031714285715	34676.86171428571	25613.54685714285	20322.258	25003.407714285717	26328.911428571424	14526.880285714287	28956.048000000006	25172.528285714292	29562.13514285714	43748.938285714285	17233.42057142857	22418.400285714288	139929.12485714286	23608.702857142856	41902.888	7794.6034285714295	236897.0908571429
ko04210	not_found	40.98967741935484	2705.104838709678	16.693548387096776	12.131290322580645	106.07516129032257	481.4735483870968	41.42806451612904	56.752258064516134	10.609677419354838	30.386774193548387	23.81290322580645	57.298709677419346	122.80387096774193	11.461935483870967	8.661935483870968	10.029677419354838	5880.493225806453	33.67741935483871	21.508709677419358	3.1741935483870964	136.3490322580645	14.021935483870966	878.3961290322583	315.7851612903226
ko04510	not_found	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059701492537313425	0.0	0.0	0.0	0.059701492537313425	0.0	0.0	0.0	0.0	0.0	0.0
ko04512	not_found	0.0	14.857142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.2857142857142857	0.0	1.7142857142857142	0.0	0.0	0.0	0.0	0.0
ko04614	not_found	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.4444444444444444	0.0
ko04621	not_found	28972.92115384616	28053.298461538456	11486.482692307693	14595.84423076923	20890.979230769237	7287.247692307694	4836.7311538461545	13768.933076923076	12228.012692307693	7153.2642307692295	12701.765384615386	11432.104230769228	11239.003076923078	21020.08192307692	15545.623076923077	9529.536153846157	19814.015384615384	4210.987307692308	17582.62153846154	132219.2269230769	13243.19730769231	24380.661538461543	4017.0	90807.68769230768
ko04626	not_found	73265.25742857142	84861.7797142857	44891.820857142855	33780.24714285714	65524.55542857144	28106.822571428565	11294.698000000006	41002.07714285714	38932.34714285713	25806.922571428568	27763.982857142862	30731.543714285708	28977.06342857143	52661.805428571424	39184.104	28455.166285714284	46022.93485714285	17636.483999999997	39287.18885714285	398346.0765714285	29163.559428571432	72703.80285714287	12515.268285714286	259623.4362857143
ko04910	not_found	33008.66846153846	32452.183076923066	17591.17666666667	15994.25153846154	21478.561282051272	9329.336923076924	4803.879230769231	16844.233589743588	11852.96923076923	12519.396410256411	16153.798461538467	15205.754358974356	10405.131025641023	18180.135384615387	16019.823589743586	14096.508717948716	24364.945641025635	7135.383333333332	16214.445897435897	69113.10974358972	15780.696666666667	19509.328205128208	3730.704615384616	97971.08307692311
ko04962	not_found	0.0	0.09411764705882353	0.0	0.0	0.18823529411764706	0.0	0.0	0.0	0.047058823529411764	0.4	0.0	0.0	0.0	0.0	0.09411764705882353	0.0	0.611764705882353	0.0	0.18823529411764706	0.0	0.0	0.6588235294117647	0.0	0.18823529411764706
ko04974	not_found	1099.3724	4532.181200000001	1179.3528000000006	557.8164	556.1716	1108.3460000000002	19.8988	552.6668	28.561200000000003	301.0008	8.783999999999999	766.5935999999997	164.0468	36.48	6.7280000000000015	67.86919999999999	7940.006000000001	43.2532	61.8656	10.6132	645.1332	35.96	1258.7652	432.8672
ko05010	not_found	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6441.773142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5093.948428571429	0.0	0.0	0.0
ko05012	not_found	282.5266666666667	2041.4733333333334	115.60228070175438	538.4912280701755	0.0	52.91263157894736	58.10526315789475	77.50842105263158	25.12280701754386	346.35052631578947	438.24561403508767	82.25807017543859	65.26298245614035	0.0	124.8417543859649	209.31	170.38596491228068	41.66912280701753	91.85964912280701	0.0	644.3161403508773	0.0	30.807368421052626	1765.766140350877
ko05100	not_found	818.6775757575757	1324.8554545454547	273.1578787878788	1009.8424242424243	2343.2727272727275	806.3475757575757	315.3333333333333	760.6627272727272	125.46181818181816	4194.298181818182	739.0060606060606	3789.996060606061	826.7757575757576	881.01	264.630303030303	3282.696969696969	377.0121212121212	4622.787272727273	3337.1393939393947	48.36636363636364	2030.1033333333332	148.8060606060606	164.55757575757573	17411.09
ko05110	not_found	0.0	0.0	0.38875	0.0	0.0	0.8333333333333334	0.0	1.0	0.0	0.0	0.0	9.027916666666668	0.16666666666666666	0.0	0.0	0.27791666666666665	12.866666666666667	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	7.944583333333334
ko05111	not_found	58614.737142857135	69399.25238095237	34724.63190476191	23440.928095238094	48613.72857142856	18103.46952380953	9190.663333333338	30820.087619047616	24563.904761904745	22428.66666666667	19206.64666666667	18327.96809523809	21919.21	35759.530476190484	25157.481904761906	16805.839999999993	37437.500476190464	16293.265714285713	28297.882380952382	188202.2809523809	18943.25190476191	37197.50761904762	7516.297619047617	138293.4785714286
ko05120	not_found	57825.338571428576	66538.25250000003	34573.39678571427	32480.41178571428	47292.56214285717	16688.619285714278	11355.95428571428	28814.0425	28198.667142857128	16909.5732142857	25529.958214285707	21311.677857142862	21245.2775	44714.82178571428	31820.028214285707	28056.07821428571	32926.38607142857	12855.190357142856	33444.891785714295	219623.28821428565	31493.795	54149.411428571424	6693.431071428574	263268.6039285714
ko05130	not_found	0.0	0.0	0.0	0.0	5.2631578947368425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21052631578947367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko05143	not_found	1813.1938888888885	1698.6555555555553	1986.4033333333334	843.1633333333334	671.7461111111112	1996.369444444444	69.37055555555554	4996.4077777777775	499.78888888888895	752.6483333333333	83.91166666666669	1973.637777777777	96.09722222222223	434.18555555555565	86.17055555555555	556.4594444444443	665.9777777777778	1553.2788888888888	287.25944444444445	1097.7555555555555	1083.3216666666667	90.12222222222222	113.7	2741.393333333333
ko05145	not_found	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.850851063829787	0.0	18.78063829787234	0.0	0.0	0.0	490.9625531914894	0.0	43.319148936170215	0.0	2.4	0.0	0.0	0.0	71.33340425531915
ko05146	not_found	2911.363846153847	2937.3920512820514	2042.5128205128208	346.8289743589744	5714.4202564102525	1839.1920512820514	650.8141025641024	319.14358974358976	2208.1048717948715	1141.649230769231	431.8717948717949	596.0797435897438	639.1579487179488	1932.3571794871796	994.9110256410257	1528.521282051282	5721.274615384616	952.4651282051282	1205.8076923076926	9187.176666666666	754.6238461538463	4349.786410256411	353.1025641025641	23579.788461538457
ko05150	not_found	21036.907878787883	22482.476363636368	37485.23212121212	9492.353333333334	26922.630000000037	24603.224545454552	1996.0287878787867	37765.02848484848	19827.336363636376	20082.5690909091	2421.3357575757573	17241.887575757577	9466.39393939394	19035.219696969696	12783.598787878791	24157.555151515156	8166.7715151515185	12395.70878787879	9749.978787878788	234758.7572727273	9244.711515151515	43328.306666666664	7349.853636363634	200426.47363636366
ko05322	not_found	0.17391304347826084	0.0	0.3478260869565217	0.0	0.0	0.0	0.0	0.17391304347826084	0.0	0.0	0.0	0.7826086956521741	0.17391304347826084	0.0	0.0	0.0	0.0	0.17391304347826084	0.0	0.0	0.08695652173913042	0.0	0.0	0.2608695652173913
ko05410	not_found	0.2631578947368421	11.342105263157894	0.0	0.0	0.42105263157894735	108.94736842105264	0.42105263157894735	0.6842105263157895	0.0	0.3157894736842105	0.2631578947368421	0.42105263157894735	0.0	0.0	0.631578947368421	0.0	69.02631578947367	0.0	0.0	0.0	1.1578947368421053	0.0	0.0	3.0526315789473686
